instance,recent_max,z_score,historical_mean,historical_std
instance-8902a959-b261-4ad0-9501-7adbf910a188,13.04,6.63,6.26,1.02
instance-905f4621-ec58-4207-9d9d-8c9484314e2e,8.74,6.63,7.27,0.22
instance-ddc2b521-23d6-4ea5-b065-d0f5a3af3d94,5.28,6.63,3.03,0.34
instance-1d60e748-6b64-4814-8418-df4f41c3804c,6.27,6.62,3.81,0.37
instance-39ccf1e7-e27e-4f1a-b7a2-9ee344d39c5c,8.92,6.62,1.42,1.13
instance-3f27c969-6e07-4829-937b-daa74d552e90,4.67,6.62,2.46,0.33
instance-55d867ec-33d1-4f5e-8ee1-201c9229662f,5.01,6.62,2.6,0.36
instance-d5043641-9a1f-43b6-b6ac-9c2a8e9af2d4,4.86,6.62,3.99,0.13
instance-1407e7d5-68cc-428c-87b8-5a308fc5acf1,13.09,6.61,3.78,1.41
instance-8caacef6-9d5c-4c63-945b-d60e0dd44adf,2.47,6.61,2.0,0.07
instance-f71793df-9a49-4790-afc8-b35359ad96c4,2.96,6.61,2.56,0.06
instance-fd5b6aae-ac13-4dd5-b249-2581112a29b8,2.47,6.61,1.88,0.09
instance-3f34a02e-8029-4ecc-830c-2f85c9359bbe,4.51,6.59,2.49,0.31
instance-8e291268-5ad3-4a71-b6d1-f6eb1df3aad3,7.42,6.58,5.55,0.28
instance-c2fe72ef-148c-448a-9e91-829501e1b743,3.96,6.58,2.84,0.17
instance-dec6d799-665f-4809-b120-6897de71f057,4.43,6.58,2.55,0.29
instance-5b46152a-ed38-46f0-be1c-ff45ddd9a784,1.2,6.57,0.86,0.05
instance-8c81e3d7-ae10-499a-9c0c-77b40c54b622,9.92,6.57,8.5,0.22
instance-c21bc70a-c7f2-4043-9bb3-367fbe3e9d07,14.71,6.57,3.98,1.63
instance-26644732-46b5-40f6-a40a-a92f40188d56,5.69,6.56,2.99,0.41
instance-65b8723a-5c9e-4ddb-9766-37dd84f256f0,12.07,6.56,8.51,0.54
instance-41179646-0f7a-49a3-87b6-4f6854be99b3,3.67,6.55,3.09,0.09
instance-7499de01-b72b-4973-9ddf-441b50f5adbb,0.3,6.55,0.25,0.01
instance-b08a5e94-41ef-42e2-9807-cf7f1f97ab35,3.91,6.55,3.41,0.08
instance-02dd30a6-f98e-4777-8eb6-e9ab1656d525,11.14,6.54,5.85,0.81
instance-368e4c0c-0daf-4fc8-8da0-19f67f168cf5,3.57,6.54,2.32,0.19
instance-44290b65-daa9-4ba9-bc63-d6180733b3df,3.36,6.54,2.28,0.17
instance-75078014-2016-4e87-a4c1-f9af438d811f,18.47,6.54,7.52,1.67
instance-770cc162-1f21-4a43-9fd6-9e07de47f26f,4.58,6.54,3.54,0.16
instance-c01130e1-47c8-485b-8780-74b41f63ef8f,5.49,6.54,3.1,0.37
instance-c371b136-01da-46e5-ab14-afb834afaa39,4.66,6.54,2.92,0.27
instance-db92e54b-2284-4e61-a0e9-b86bebe565e1,15.45,6.54,13.8,0.25
instance-202928c3-92fe-438c-af09-4614204a4ac8,9.71,6.53,8.0,0.26
instance-5cd94e7d-a311-48f4-9c97-428ba63553b3,18.62,6.53,7.45,1.71
instance-63107e64-23d8-434c-abed-db67f72762e3,4.33,6.53,2.58,0.27
instance-de7871b2-484e-44a6-b3a9-3c4ee26f13b9,9.66,6.53,8.32,0.21
instance-96420e76-e742-4bb7-b8ca-8fab62c4f53b,16.71,6.52,10.46,0.96
instance-eb7c8e33-c717-4e3f-a1f3-7b465a38f983,5.8,6.52,5.32,0.07
instance-5b89849a-b308-4f5c-8233-b2a38edc2b98,10.52,6.51,8.57,0.3
instance-a14293a3-3077-4833-9fce-e44bdafe4777,17.94,6.51,7.23,1.64
instance-2ad1dce5-6bde-4297-b3a7-6c73bc9d09b8,7.99,6.5,3.16,0.74
instance-9b497f53-e48d-4a18-9510-18563d1f1580,18.42,6.5,17.05,0.21
instance-001498eb-d8df-4a8d-95ae-b49ba012f989,10.0,6.49,3.89,0.94
instance-0eb0efef-6ec6-4607-b087-9e35c70dc2ab,7.92,6.49,4.0,0.6
instance-485bd1e4-e36d-43a9-8315-7efac4d66e9d,5.31,6.49,2.68,0.41
instance-6a26c12c-bc4e-4971-9425-58ce027e7ca4,2.74,6.49,1.75,0.15
instance-8bf3a275-a794-4d2a-875c-94fed9776069,17.4,6.49,15.68,0.27
instance-c4779e5f-0d8b-4e0a-901a-ec3f832779cf,20.16,6.49,2.62,2.7
instance-d71bf549-e35c-49de-ab95-39d746c964fa,3.64,6.49,2.12,0.23
instance-e99cfe21-98f6-44c3-b7f4-e0f613174d58,7.34,6.49,3.11,0.65
instance-f683d293-49f4-4cef-a9fa-94e797f90077,6.48,6.49,2.09,0.68
instance-2a91e246-4ad1-4d5f-8066-da3a6081ba95,11.09,6.48,8.46,0.41
instance-85b09566-5818-48cf-a1dd-ba6a4a7419f6,2.95,6.48,2.46,0.08
instance-c8905b5e-9fe9-4e2a-b00f-7addaebed4a5,0.91,6.48,0.68,0.04
instance-2ee7a6ef-dcb3-4a61-b950-4dd0fdf060ad,17.93,6.47,5.07,1.99
instance-3b8601c5-c0b6-41f5-9a1d-dc02be1bbc97,4.53,6.47,4.05,0.07
instance-4ccf1408-4a63-47d4-b086-13af9a32ac53,9.94,6.47,2.53,1.15
instance-6b2cbab4-d85b-49c3-8394-1504e4ffa105,5.81,6.47,4.78,0.16
instance-816040bd-4376-4abc-986b-0a9d5c278876,18.09,6.47,7.3,1.67
instance-d600ba94-e0a9-4cbd-a6a5-9b1cc426a43b,15.43,6.47,12.36,0.47
instance-f820bfdd-f470-4379-a15a-23ad3c47ec60,96.14,6.47,23.9,11.17
instance-d1dc9db7-6f35-4a02-8f01-1a754657a453,18.14,6.46,14.54,0.56
instance-7621d6e0-bcce-4c5a-a44b-7ee9b29ad6be,10.37,6.45,1.82,1.33
instance-9dbefcd5-ba56-4885-83a3-5a1b00ad1392,4.3,6.45,3.43,0.14
instance-c048124d-05de-4502-b2c5-a56bee4d74be,9.17,6.45,8.19,0.15
instance-eaf85ce0-b423-4558-b8c2-e8367c6b3ca0,1.47,6.45,1.3,0.03
instance-9a0b6281-266d-443a-920e-a09f6b8eba29,2.6,6.44,2.11,0.08
instance-b3dc7504-2ce6-4627-8035-2d5ae44c5696,15.69,6.44,8.35,1.14
instance-e97a3082-56c5-4c87-bfd7-6b12fa1aba55,12.09,6.43,9.87,0.35
instance-a9115a65-f9b9-45a2-8522-c8c659c8d48d,1.56,6.41,0.76,0.12
instance-5c68a1c8-85c0-4bcf-be7b-ca4d275cdcb4,19.38,6.4,17.66,0.27
instance-97c273b3-e973-4e57-8c26-f25dea494975,6.99,6.4,6.27,0.11
instance-cf25b1de-445b-4433-90d0-d80143dd7eaa,36.09,6.4,13.76,3.49
instance-fd0f0b7b-7215-48d4-ada5-fd24916a3001,3.56,6.4,2.2,0.21
instance-6fae0eed-f467-49a6-a9e8-d6ead1948580,16.32,6.39,11.78,0.71
instance-7322ac88-24a7-4d3b-9b83-602a85b236b0,6.96,6.39,3.94,0.47
instance-bce9a856-bb31-4b66-8ae3-54ebbd236063,2.04,6.39,1.89,0.02
instance-9c2340f1-aa1e-4530-a61a-64bd044381e5,2.96,6.38,2.2,0.12
instance-040b19d0-d908-46d1-9fd9-0ec08fdfff6a,1.36,6.37,0.86,0.08
instance-1066a4f9-3700-4ec8-871b-f75b429682e5,5.91,6.37,3.09,0.44
instance-307ed1bd-6e1a-4335-b292-ab2c9f23b93c,19.81,6.37,13.15,1.05
instance-c2fc44c5-5a86-474e-b475-ee8fc6e65d48,19.68,6.37,16.14,0.56
instance-9275dccf-a0d5-476a-8fbb-e738582b72b9,0.64,6.36,0.52,0.02
instance-a4ea0a78-e7c1-4138-b067-02d159bc470b,4.19,6.36,3.62,0.09
instance-7abb6cdb-d594-4f29-896d-4e74f40ef61f,19.58,6.35,8.67,1.72
instance-95eb0e4e-41d8-4b8b-97a2-14bede944c77,1.48,6.35,1.08,0.06
instance-e606ab8b-4d27-4246-bf08-101657880044,8.74,6.35,6.05,0.42
instance-5d6d008f-ccf4-44f4-a1ee-87d071b29c88,4.93,6.33,2.66,0.36
instance-c057848e-7ff9-413e-b9b0-b4deb95d8bb8,8.86,6.33,8.26,0.1
instance-caf50b6d-1cf0-4789-85a2-f5a66dcbc1f8,18.24,6.33,15.7,0.4
instance-de39edfc-0c1f-4af7-9f91-83a797ab4735,4.81,6.33,3.9,0.14
instance-e013e8c9-ebac-4ea6-a959-4dd027bef388,17.53,6.33,15.75,0.28
instance-5a87775c-6565-49ff-98d0-79b3e105aa51,10.18,6.32,9.33,0.13
instance-6ac6a50b-2141-4ad2-a236-d755e7d22eb9,18.89,6.32,16.14,0.44
instance-7e6ad14b-3149-483e-8e85-47dcaff8420c,3.57,6.32,2.61,0.15
instance-be689cdf-f512-4a34-9017-fc88b923c2cc,7.28,6.32,5.71,0.25
instance-2a6e84fe-ac24-40fb-93d7-953d5f9b88c2,17.36,6.31,13.14,0.67
instance-65cdec4e-a2ce-4c80-a913-37612e98b05d,17.43,6.31,16.32,0.18
instance-5e41ae48-4742-4485-a0e3-ddcb68ea475e,7.34,6.3,4.79,0.4
instance-7afc6983-d325-40d0-ba77-564c602ab59d,7.51,6.3,4.79,0.43
instance-f3923cc3-b4be-4e69-bd50-ea52a17e15d7,13.51,6.3,9.15,0.69
instance-815162ec-9670-45d7-a882-b0e106c0b244,3.96,6.29,3.18,0.12
instance-e25fd13f-8205-40e0-9f55-f0e6580d9cbb,9.54,6.29,6.41,0.5
instance-e8dd31ed-2b42-4680-b776-1c82f0afd9f6,7.07,6.29,4.67,0.38
instance-3103c800-3765-48c8-94c7-b6ca2a9a44fe,2.56,6.28,1.93,0.1
instance-52fe00b4-1f51-4ff3-9956-6a67592f6025,4.51,6.28,2.55,0.31
instance-67fb506e-1024-4e6b-a3a1-3a0feb54c315,7.43,6.28,3.06,0.7
instance-c2614546-9758-4dc5-bb76-c16a84ea272d,15.32,6.28,14.07,0.2
instance-7bdac796-c258-44a3-815b-e26f63827f8a,0.35,6.27,0.31,0.01
instance-bf3adef1-8303-4d22-a607-f60e6c74d538,1.48,6.27,1.03,0.07
instance-f2a5e4f6-f320-43b2-ada2-0e16a049b70b,5.15,6.27,4.17,0.16
instance-625dd062-ec35-444b-93c4-88df145fa5ad,1.72,6.26,0.19,0.24
instance-9e0dba94-ac95-480d-9072-edcbbcaee863,2.62,6.26,2.1,0.08
instance-14b328b9-7c41-4ecc-9879-52efb0cdb42f,9.05,6.25,7.96,0.17
instance-2c78a41a-6d45-4e3e-b4e7-0fb3ed7d49df,1.06,6.24,0.89,0.03
instance-3236f9c1-4bfd-4138-8706-ff4740083d35,26.11,6.24,11.39,2.36
instance-e795f6a4-184f-459f-bc42-090d4905de2d,2.62,6.24,2.26,0.06
instance-49adfbb4-56ac-420e-bde9-cb6ac6ba7c9d,18.85,6.23,16.15,0.43
instance-6fe46bb9-bb32-4924-a084-7a4996a77c65,3.15,6.23,2.0,0.18
instance-a8f3eba4-7930-458d-81a2-b3a10b64fd02,16.6,6.23,4.57,1.93
instance-a9cc5177-4950-4073-8cb3-ad781769bd74,11.08,6.23,8.76,0.37
instance-226c2363-b502-40e7-acdf-db4e5e1baf03,6.24,6.22,4.94,0.21
instance-3475ce5d-29a4-42a3-9bf1-2669d6f3937b,10.79,6.22,8.78,0.32
instance-e8a8ab0f-204c-4a1a-9294-cd3f6d034f61,9.51,6.22,8.75,0.12
instance-239cd76b-87e6-45e1-a0b2-9a1b4eb9b6a3,10.29,6.21,8.11,0.35
instance-c246e431-fbe8-4a52-85c3-982c0a7fdbc6,5.41,6.21,3.0,0.39
instance-d1f486d8-1937-4b7c-83a9-7a1a24497d90,4.0,6.21,2.36,0.26
instance-a8c25aca-b98b-45de-a430-7b363bca4e52,16.51,6.2,14.75,0.28
instance-dabcfd41-6ba0-4a78-8fbd-613c736c5fa0,1.52,6.2,1.03,0.08
instance-fed3c9dc-9d51-47c8-8b32-5dccb0c10d39,6.98,6.2,4.06,0.47
instance-64cda2a4-646a-477e-acb4-fe831437f900,2.8,6.19,1.87,0.15
instance-abfdae91-99f5-4afe-9ec2-0bddc2b55cd0,16.34,6.19,12.07,0.69
instance-dbd2b72b-558b-4fe3-ac3b-ecc730aad459,18.09,6.19,15.63,0.4
instance-0ac8f07b-fb61-4498-b81d-7bdfee987e1c,2.65,6.18,1.25,0.23
instance-362c9791-b6bd-4a83-b695-8acad0599a0c,5.88,6.18,3.99,0.31
instance-a62d0537-de07-4203-8340-e67d0491e135,15.13,6.18,9.35,0.94
instance-ac331229-ee4b-4630-be96-9f93874f148c,2.68,6.18,2.2,0.08
instance-c15a1f5f-381e-4cf9-9da3-85a390a7dcc0,11.78,6.18,10.34,0.23
instance-24939f8d-ba8e-4939-ac06-0b93b6cb2cde,18.92,6.17,4.65,2.31
instance-2fb06605-1681-4d4a-82ca-92f680fe5134,1.46,6.17,1.09,0.06
instance-441a98e7-e1de-4f10-a4f7-07f0a87f3a25,8.76,6.17,2.58,1.0
instance-7ecff686-9fe8-4847-a59d-c879abaf40d4,5.7,6.17,2.7,0.49
instance-c2241a4a-07df-4453-89a9-3623aad7940a,4.49,6.17,2.99,0.24
instance-4516a9c7-6936-4e7f-abcd-5f2221c78d2c,22.57,6.16,17.85,0.77
instance-1343cf05-dcc9-43ec-8701-9cdbe39fc38a,17.65,6.15,12.13,0.9
instance-1e73bdbb-d2d4-45a6-88c0-1f1b837dffa1,5.39,6.15,4.24,0.19
instance-4421a059-bd81-481c-a830-4fe0e7048c95,7.46,6.15,3.3,0.68
instance-4bdf5128-9e29-4f44-849f-24ab50832b96,2.74,6.15,1.55,0.19
instance-86eb4b1a-839f-42c2-95e1-303cf686f61e,8.86,6.15,5.88,0.48
instance-bdb1f824-17e3-48a4-9e62-ed9517e48ea6,9.39,6.15,8.17,0.2
instance-cd0a37fc-250b-4117-a7a5-0d5fd115d105,12.46,6.15,11.42,0.17
instance-cff64260-c283-4839-ba17-1bb1873ffe44,12.73,6.15,9.61,0.51
instance-d7fe57ac-fb8f-4e83-a47d-d9036ad07be3,2.39,6.15,0.56,0.3
instance-6a24e4cf-1996-4be7-bf6b-8dda2cd5ab66,3.27,6.14,2.41,0.14
instance-e32e2c7d-3149-449a-958e-b5560da6b188,17.75,6.14,5.95,1.92
instance-ed17a74e-86f2-49f3-b897-3e081c845aca,20.06,6.14,16.61,0.56
instance-76abfaab-82b4-4654-add2-117cac7d4cef,45.33,6.13,19.64,4.19
instance-db98e290-10f2-4b12-a9bb-d0dfc94b6aab,7.53,6.13,4.11,0.56
instance-dd7c50d0-1d6e-4cd6-83e9-b703b8b9f8ed,6.84,6.13,4.83,0.33
instance-5759a63a-2528-4cec-a973-69a02ed1374b,9.01,6.12,5.56,0.56
instance-5f7e92a9-cb5f-40c1-9a42-f2c5ee4dfc59,8.2,6.12,4.74,0.56
instance-728cd731-b05b-4322-aa11-85908d1acc65,38.67,6.12,11.33,4.46
instance-92fb5803-c365-4a80-bbc5-496735671ac9,10.58,6.12,3.24,1.2
instance-724cc4e7-d073-4a84-bb30-2f29bed6802c,7.45,6.11,6.09,0.22
instance-9839297d-0ac6-4468-9b7a-0e95016c7446,0.84,6.11,0.63,0.03
instance-d8412305-c833-496e-89f7-d6600292fb02,6.98,6.11,1.55,0.89
instance-ddc1c4ec-3f4e-413a-9bc9-3f98b1db280d,59.42,6.11,41.54,2.93
instance-f8677d7c-80be-4fb8-9c89-e2890a4e376d,10.13,6.11,8.72,0.23
instance-daf98755-79fb-4324-873b-003217e3d527,22.2,6.1,7.37,2.43
instance-6838ce04-c5bf-4350-af6b-134e08036877,6.13,6.09,1.61,0.74
instance-e617a131-f37f-4b3e-8163-4b15fa6fcca9,15.13,6.09,8.7,1.05
instance-21061737-7ba2-4240-809b-cf9659858306,5.73,6.08,3.07,0.44
instance-a4f70155-2ef9-4bc8-b92a-b5c2a8fb97e2,11.09,6.08,8.34,0.45
instance-b0838599-c9cd-4452-86f9-e6bdb034f12e,5.22,6.08,2.74,0.41
instance-3bc74c36-e85d-48ae-b7e8-dcb7e631ff4d,3.3,6.07,1.2,0.35
instance-58ddc85a-e372-406a-a9b5-28b2d62c5fa9,1.34,6.07,0.95,0.06
instance-5a8eeed0-dfe3-4d64-a5fd-3694f199fbb7,15.21,6.07,4.91,1.7
instance-85233da9-c73d-487b-a494-f0eb7dee4fa7,6.87,6.07,5.26,0.27
instance-f7521d4d-ac0a-4bf8-904a-2533f2b92997,14.41,6.07,11.57,0.47
instance-fab9a97d-83a1-4f6e-ae84-e22898538807,16.15,6.07,13.88,0.37
instance-a2552f57-65f9-4dbe-b731-a1cc40cb025a,5.3,6.05,3.05,0.37
instance-b501a728-c178-4d1c-ac3d-155371f2d816,1.85,6.04,1.52,0.05
instance-cad536fe-709d-40f2-a7e7-d60460b8ac5f,5.6,6.04,2.33,0.54
instance-2f1b5430-4874-4aac-b695-a913d257d351,10.36,6.03,9.03,0.22
instance-5031367b-cf44-4e79-a0f6-97d5f87a0f15,8.76,6.03,3.08,0.94
instance-5f58c449-0053-4131-889f-41aa71180abe,17.32,6.03,15.86,0.24
instance-8668aee1-edc1-4d1c-a0c3-ad13c2891a7f,9.0,6.03,5.94,0.51
instance-d506ffe1-6b55-4f59-9b10-8b67295a1cad,4.79,6.03,2.52,0.38
instance-e09b295d-1033-4ff3-9c57-363441ed3d3d,17.41,6.03,11.54,0.97
instance-fd2c75db-4fe4-44ff-868b-5d132939ceb4,23.53,6.03,18.36,0.86
instance-8fe9d4c2-3410-40cb-81cf-abe170705a3a,0.97,6.02,0.84,0.02
instance-a5d53d9c-ca8a-4e5c-8159-b74712a0810c,6.31,6.02,3.58,0.45
instance-c28c011a-c33b-4967-a7dd-e9b8f37329b7,17.98,6.02,16.06,0.32
instance-fb3f0f5c-e0b0-4464-92f1-5f624ac3818c,9.57,6.02,4.88,0.78
instance-87043889-e675-4128-b348-0d499e060b60,8.48,6.01,6.83,0.27
instance-ee819753-76cd-4472-9696-4bf3e9c7c7a7,3.83,6.01,3.42,0.07
instance-f323c20b-6d58-4683-b644-1ef0f61a274f,13.86,6.01,10.5,0.56
instance-837cc3b8-d34a-4185-9a9e-d8c6098e3920,1.82,6.0,1.39,0.07
instance-b7d5095a-b3c7-4966-a0b0-a610d2d42709,4.78,6.0,4.39,0.06
instance-e4a5c540-e52d-418b-a511-1df9508ae7f1,10.77,6.0,5.4,0.9
instance-f8a321ca-af66-4eab-a224-1900070512ac,55.64,6.0,12.15,7.24
instance-b0fbac99-8dc8-415a-aa89-5da6fd04bea4,3.99,5.99,2.9,0.18
instance-bb3d2845-3a52-41ee-a909-691094490b8d,25.36,5.99,12.34,2.17
instance-0425f41a-73ca-4c76-8a5a-c0dd9d238a83,21.13,5.97,6.51,2.45
instance-4e9fd8b3-cfde-486d-910e-4465c3a3563f,45.89,5.97,17.3,4.79
instance-6d86cc0e-6327-4fc7-8605-6a2491eb77e3,7.84,5.97,2.43,0.91
instance-dd179082-01c1-4463-a25b-d8d7f02af20d,3.78,5.97,0.7,0.52
instance-ddc61e37-feb7-43aa-89c9-95688424b8db,6.47,5.97,1.84,0.77
instance-e2a96f5b-2914-49fb-9786-0f767d8f92f9,18.99,5.97,17.14,0.31
instance-f11f6906-d1c1-4911-80e6-013844f68caa,42.07,5.97,37.55,0.76
instance-08b543d6-288e-49e8-9b19-eaf34cdda5a2,0.76,5.96,0.39,0.06
instance-4048639e-4f70-4656-9dc6-bf18f405516a,1.89,5.96,1.38,0.08
instance-615463f2-7d1b-4b17-8301-e90215bd85ea,1.98,5.96,1.13,0.14
instance-6212faa1-cfe2-46b5-959a-0523e88caa64,11.1,5.96,3.35,1.3
instance-9793d396-f26c-4f9a-896e-5a1bd0efcdea,2.36,5.96,2.21,0.03
instance-0559cfbf-8f81-40c9-ae24-6c05dbdb815e,13.3,5.95,12.18,0.19
instance-399a462a-bc00-41d1-89ad-81a868c136e4,8.42,5.95,5.04,0.57
instance-4ff7191b-09b2-449a-977f-723cfdd3001b,4.3,5.95,2.49,0.3
instance-5b5606ee-7d6c-45a7-b799-142f1e5c3d1b,7.02,5.95,3.61,0.57
instance-9b666a34-3bab-4d38-9e5b-effe13212dd9,7.38,5.95,4.74,0.44
instance-091eece2-9a5d-47d2-9406-d02b3bf8e4e3,19.3,5.94,2.31,2.86
instance-a94a6003-152b-4749-bdc2-90fd2b5bece6,7.21,5.94,4.47,0.46
instance-655f6eef-d367-4c70-be6a-31fc151826f8,6.72,5.93,4.57,0.36
instance-24c06e15-c871-4f1a-ab4c-1e1d66b17515,15.57,5.92,13.59,0.33
instance-069aea31-8709-4b47-9e99-96cff3ce5699,16.94,5.91,4.86,2.04
instance-0b21b4e8-e3c8-438f-b244-6ada0dff8ee7,10.08,5.91,8.31,0.3
instance-1b0c10d3-10a4-489b-8da5-7a99146a32a9,17.33,5.91,13.58,0.63
instance-c3b14ac6-4981-48af-8e86-b2de1f5e35a0,4.55,5.91,3.3,0.21
instance-1b09d096-71a7-46a5-afcd-cd7b49267435,24.55,5.9,18.12,1.09
instance-a82874c5-be0a-44a4-9f90-36a538ecc64f,5.49,5.9,3.11,0.4
instance-ea99edca-bea5-44b1-b5b0-766edf6106f3,26.76,5.9,21.92,0.82
instance-f69d86fe-5557-4465-bce7-9276bc773ec9,13.19,5.9,7.54,0.96
instance-29de617e-0d14-4ae0-a1a5-edcd5a616cb0,6.83,5.89,2.2,0.79
instance-8eae745c-fec0-4ad4-88ef-2a512e28052d,1.63,5.89,1.11,0.09
instance-a456bff2-7f64-4305-86ae-57b283268ff9,14.15,5.89,4.08,1.71
instance-ba51d471-ed2e-4aba-a656-9bc333f101cd,4.61,5.89,2.44,0.37
instance-ebd661d6-9400-4182-a8b2-34390272a66a,22.11,5.89,12.44,1.64
instance-8210e504-1240-40cd-92ee-5fb436576526,4.91,5.88,2.53,0.4
instance-89db05e9-299e-4570-9d1c-04d64e8c1795,21.24,5.88,9.75,1.96
instance-12ae8f55-c98d-4b19-85af-b9024a7843f0,12.7,5.87,9.33,0.57
instance-2c580b6b-9082-4e0e-b16e-cc493ecf5501,3.18,5.87,2.44,0.13
instance-40745b77-5181-4ad3-83c6-4b05a610c98a,5.78,5.87,2.57,0.55
instance-7c515521-6952-4621-9a12-ef55da289ec6,15.11,5.87,6.92,1.39
instance-9d694b44-8552-4e3d-8ddc-8fa1a2fe8ce7,3.76,5.87,3.16,0.1
instance-eb27cb15-7184-4b8e-bca1-7f720d7f3a50,3.68,5.87,3.2,0.08
instance-f0a76b80-17c4-4ee8-9dda-9fc4bc70602d,3.93,5.87,2.7,0.21
instance-8b24241d-d79f-4211-878d-6c10ce5a56fd,6.03,5.86,5.07,0.16
instance-cadc75e0-4653-4bba-b175-62c0dd0698df,21.12,5.86,17.39,0.64
instance-239cc332-6b56-4701-991f-f7f83c7996f7,1.01,5.85,0.65,0.06
instance-e0d21eb7-5256-4020-a3d7-e2b59fb55c46,3.17,5.85,3.04,0.02
instance-231ed3f3-fb52-4d2a-890d-b264547bf57a,8.06,5.84,6.82,0.21
instance-28e3c963-d17a-4e8a-8ae2-dbb1294e91b7,2.61,5.84,1.98,0.11
instance-44d28b80-6c61-475b-994d-e7554bd4e62b,18.48,5.84,6.57,2.04
instance-7bfd5954-9170-4999-b392-26081ae02dc9,18.01,5.84,15.8,0.38
instance-0af57ac6-5b7e-41a5-91cf-97ac07708892,8.64,5.83,7.87,0.13
instance-481de3e0-d5cb-42ec-b052-d7a20efc8299,0.64,5.83,0.42,0.04
instance-8c853251-55ee-4f1f-9f53-b415c1269353,48.81,5.83,18.9,5.13
instance-1870d245-0203-4a1f-8c7f-63b4071463b8,12.01,5.82,7.7,0.74
instance-03376105-fb86-41bc-8772-5e1a0a419e6d,2.48,5.81,2.25,0.04
instance-8e3799ec-f061-4f67-be59-7155c6128893,7.35,5.8,3.71,0.63
instance-c01088b5-7abb-4ef9-bc74-23d9e6af3a6c,3.58,5.8,3.16,0.07
instance-de796a23-ce42-487c-bc0c-0632d010c86e,3.71,5.8,2.39,0.23
instance-76d5801e-4d20-4481-a612-d4811b05b55e,13.23,5.79,9.24,0.69
instance-ddcc468f-7ebc-48f0-ad45-24363bdf1b94,7.77,5.79,3.62,0.72
instance-9869b4b2-0a68-4367-a0e4-1b5123736bca,10.25,5.78,4.26,1.04
instance-305af13d-a431-41ad-825c-1e364225ddb9,1.56,5.77,0.46,0.19
instance-609d122f-feda-42da-ba22-b7eecbd9beb2,2.86,5.77,2.52,0.06
instance-739ed023-7313-401b-ac62-3c7eecf9914a,15.95,5.77,12.28,0.64
instance-9237842e-438d-4da2-8695-36c55dd7cc83,1.03,5.77,0.84,0.03
instance-031ae684-bcab-4f60-a9ce-c2aa98a3e783,9.02,5.76,7.94,0.19
instance-b9a3429f-2386-44d9-b691-8c64ba6c47ab,55.2,5.76,41.16,2.44
instance-e83bef49-eb4d-4334-8dc5-ebebfad5b5e8,17.56,5.76,11.52,1.05
instance-3db28406-c845-4f27-95df-172bca9cfecb,6.41,5.75,3.48,0.51
instance-653b0b4c-99b8-4c27-af33-01f9a0d0afeb,2.64,5.75,1.57,0.19
instance-7d5c3ae3-2376-464f-a63f-fcb0cfd7a06a,18.05,5.75,15.72,0.41
instance-964dfc7b-cded-43e5-87af-7665491b9418,21.3,5.75,9.68,2.02
instance-f72cfe30-e3ea-4637-addf-d4344b66b17d,3.77,5.75,2.88,0.15
instance-54110321-9196-42d2-b4d9-c32abca22efd,3.37,5.74,1.84,0.27
instance-8c16f108-0e77-41cd-adc6-5a43d9f97960,7.31,5.74,3.24,0.71
instance-b578529d-de7c-48d0-ac1f-55e91d684d22,6.46,5.74,2.22,0.74
instance-ccf4321a-7b8a-44df-98b8-5d2f6cb639d6,3.62,5.74,2.81,0.14
instance-d616aaa5-a0a1-4460-8bf6-e813d368e978,10.96,5.74,10.18,0.14
instance-ed7a8a98-ce91-4c42-b565-d49b0a01e3f8,12.84,5.74,10.41,0.42
instance-03d9cc7e-c1ca-4a28-b0a1-a7b3e94165ed,17.76,5.73,15.74,0.35
instance-2c216d37-45eb-41d4-9e86-3ee64ebcdf15,13.04,5.73,6.89,1.07
instance-0e7874f7-5299-4505-8c15-6ef690c477e5,2.36,5.72,1.81,0.1
instance-b4c56f86-e9e7-4700-a93b-cce70b33dd35,15.33,5.72,4.62,1.87
instance-f382eabc-7b09-4148-9d1f-edef4d362211,97.33,5.72,85.93,1.99
instance-fe562a7e-cc08-4ade-9cd1-07377ca38b8a,17.93,5.72,15.82,0.37
instance-0c95b5cb-f7d6-4c5a-9447-523cb4dcc459,5.12,5.71,2.71,0.42
instance-3bfc2bbe-b2a5-4580-90f6-7e90a51e1232,10.94,5.71,8.47,0.43
instance-72f42a80-4af8-465e-a383-7daf4151fd21,15.09,5.71,8.25,1.2
instance-733bfed7-b6f1-4948-8400-f568a65d50e9,16.65,5.71,10.27,1.12
instance-c8f670e1-a140-410c-b196-69d359636842,4.08,5.71,2.25,0.32
instance-055d1caa-e2c8-448c-a250-4ae287bddf3b,0.76,5.7,0.56,0.03
instance-6cd9d939-f1fc-44fa-970b-71d4b20faeca,3.25,5.7,2.12,0.2
instance-f7949955-0384-4658-a5d3-ef13d8395e91,2.82,5.7,2.56,0.05
instance-27faaa53-915d-48e2-a654-08f12e1a5c1c,11.37,5.69,9.32,0.36
instance-6d52232f-8a38-42d1-9fe2-a6182f345e67,2.72,5.69,1.73,0.17
instance-aa5bb830-8995-4916-9a14-149141fbd824,16.71,5.69,15.48,0.22
instance-025a7160-8e2d-4e2b-9f4b-50f02562722b,2.83,5.68,1.02,0.32
instance-0ed945b6-2239-4ab5-b796-0c8b50927a8b,7.48,5.68,5.35,0.38
