instance,cpu_mean,cpu_median,cpu_p5,cpu_p95,cpu_min,cpu_max,cpu_n,mem_mean,mem_median,mem_p5,mem_p95,mem_min,mem_max,mem_n
instance-9ac1015a-8d87-40b8-9ad7-700597d3c13d,3.6095,3.5582,3.0274,4.0827,2.9648,7.8968,62,99.9545,99.9569,99.9303,99.9573,99.9144,99.9573,62
instance-9ac17278-0e02-4eeb-a8cc-5e332ab5ec36,2.9959,2.9056,2.7244,3.3597,2.7099,3.6933,60,97.6495,97.9719,94.6478,97.9758,94.643,97.9761,60
instance-9ac1b9fd-c48c-45ec-8a4c-d73c1adac559,2.6528,2.6429,2.4329,2.9044,2.4249,2.909,63,91.2948,91.3017,91.2383,91.3017,91.2383,91.3023,63
instance-9ac1dbdf-e402-4144-920b-3c084d09dee2,6.528,7.4002,1.1129,8.6054,1.1055,8.7036,78,99.6538,99.6569,99.6265,99.6569,99.6153,99.6569,78
instance-9ac39a25-5a3f-4b64-884c-0ac3e16d5ec5,3.6517,3.6517,1.6046,5.6989,1.6046,5.6989,4,82.2354,82.2354,81.0938,83.377,81.0938,83.377,4
instance-9ac40e4f-ea1c-46c6-b154-a114f1fabd76,6.558,4.22,4.0432,15.4201,2.3985,16.5625,62,99.1079,99.2237,98.7507,99.2424,98.7419,99.2428,62
instance-9ac4564c-c9d4-4134-a3a8-ab213351452e,9.0569,9.0569,9.0569,9.0569,9.0569,9.0569,2,69.196,69.196,69.196,69.196,69.196,69.196,2
instance-9ac4df91-f9cb-4881-9e08-cb1ab2f3f49d,7.7481,7.7444,7.4437,8.0759,7.355,8.1416,62,99.583,99.5731,99.5592,99.6172,99.5168,99.624,62
instance-9ac5adb6-e3dc-4d0a-b5b4-bf7f3b5f4fae,12.9418,13.957,7.1056,24.06,3.1225,24.06,40,96.8816,97.6136,94.3745,98.6118,90.3393,98.6118,40
instance-9ac6631d-fee5-412a-8830-b4feb833a4d5,1.4115,0.9391,0.9293,3.3088,0.9293,3.3088,11,56.1701,55.7878,52.5872,58.4242,52.5872,58.4242,11
instance-9ac6bf85-0ca4-48aa-80e4-0a00431b301e,10.6847,10.6847,10.6847,10.6847,10.6847,10.6847,2,54.5837,54.5837,54.5837,54.5837,54.5837,54.5837,2
instance-9ac777ee-726d-451b-81d4-ebb294fb877b,3.0033,3.0033,3.0033,3.0033,3.0033,3.0033,2,21.1535,21.1535,21.1535,21.1535,21.1535,21.1535,2
instance-9ac7e312-e1b5-44e4-a42a-58482019785d,0.1332,0.1341,0.1304,0.136,0.1302,0.1364,60,99.2187,98.6152,98.6105,100.0,98.5841,100.0,60
instance-9ac7e560-8911-449f-a6f3-adbfb866d5a5,4.5845,4.5845,4.5845,4.5845,4.5845,4.5845,2,42.4494,42.4494,42.4494,42.4494,42.4494,42.4494,2
instance-9ac801e1-33d3-484a-a7c4-47117d73c94d,11.5397,7.9303,1.2855,31.348,1.2783,32.4764,60,99.6098,99.6064,99.5791,99.6537,99.5113,99.6564,60
instance-9ac91112-a547-4566-ab6d-7c3369084120,2.4501,2.2845,1.5891,3.3275,1.5702,5.2588,64,99.9391,99.943,99.9079,99.943,99.9014,99.943,64
instance-9ac9ac19-7f36-42dd-87b5-5f1fbb32491d,12.6439,14.9394,2.612,17.3666,2.6112,17.3985,50,95.7706,97.1123,83.8851,98.6996,72.808,98.6998,50
instance-9aca4405-9469-4e8a-9f05-5b5c0712a5d0,3.1962,3.1962,3.1962,3.1962,3.1962,3.1962,1,23.4612,23.4612,23.4612,23.4612,23.4612,23.4612,1
instance-9aca7c26-7243-4d3e-895d-d82fe250876d,1.039,1.0384,0.945,1.1711,0.9082,1.2046,64,98.0896,99.4761,87.7907,99.5275,83.7315,99.5276,64
instance-9acadf1c-6ee2-4b78-8f7f-6de40789e09a,4.9129,4.9129,4.9129,4.9129,4.9129,4.9129,1,66.0591,66.0591,66.0591,66.0591,66.0591,66.0591,1
instance-9acb466e-c595-4b7a-9184-775e37e1dac5,5.7014,5.7014,5.7014,5.7014,5.7014,5.7014,1,39.6069,39.6069,39.6069,39.6069,39.6069,39.6069,1
instance-9acb8af6-16d8-439a-9f09-5e44a35a263c,2.4441,2.3868,2.1995,2.8367,2.0872,3.3936,163,98.1986,98.533,95.4003,98.594,95.3812,98.6144,163
instance-9acbdc8f-36d4-46b8-af2e-867c514fb5a9,5.8788,4.6497,2.1736,12.042,2.1736,12.042,8,97.9097,99.7967,92.2418,99.8037,92.2418,99.8037,8
instance-9acc3ef1-8cfe-4692-b2a4-82edded9e6a0,6.9698,6.9698,6.9698,6.9698,6.9698,6.9698,2,82.4984,82.4984,82.4984,82.4984,82.4984,82.4984,2
instance-9acc607d-ce97-4054-a575-0e88d820c202,8.9496,8.9496,5.9566,11.9427,5.9566,11.9427,4,46.6833,46.6833,39.9166,53.45,39.9166,53.45,4
instance-9acd86cb-6289-4ab6-b58c-5a98cf8b6e04,2.4764,2.4764,2.4764,2.4764,2.4764,2.4764,2,19.6575,19.6575,19.6575,19.6575,19.6575,19.6575,2
instance-9acdb776-bd41-4ada-9223-e3e884b1e731,6.0283,6.0283,6.0283,6.0283,6.0283,6.0283,2,61.9751,61.9751,61.9751,61.9751,61.9751,61.9751,2
instance-9ace6d20-ea60-40b5-a642-7ed8a9aabc2b,6.7896,8.2127,1.2805,9.2578,1.2618,9.7115,62,99.6389,99.6539,99.5979,99.6569,99.5967,99.6569,62
instance-9acf02eb-9d6d-4ad8-93f7-13d53ce62828,12.1865,13.1179,5.03,13.7884,5.03,13.7884,23,98.8632,99.7235,89.598,99.791,89.598,99.791,23
instance-9ad08d43-0369-4726-9e21-0f1e49c1cbab,7.5818,7.8987,5.1335,10.2841,4.5245,10.6689,60,79.0129,77.2919,77.2168,90.0275,77.206,91.0495,60
instance-9ad10aad-91e5-4239-9431-b1a6732d3689,17.0032,16.2424,13.4268,17.4315,11.2245,43.1449,57,97.9836,99.1779,91.3855,99.6924,69.3791,99.7063,57
instance-9ad2442b-c29b-4609-9db3-1e31f1a3c3f6,3.444,3.444,3.444,3.444,3.444,3.444,2,91.1367,91.1367,91.1367,91.1367,91.1367,91.1367,2
instance-9ad2a0d6-2ba4-47ed-9537-4dfb764201c4,8.5434,8.3524,5.9988,11.4107,5.6645,13.8819,64,99.7423,99.7436,99.7303,99.7436,99.7159,99.7436,64
instance-9ad30cb8-b87d-4b0f-adb6-4375c63472fa,0.872,0.8564,0.7937,1.001,0.7831,1.0202,62,34.9456,34.9275,34.9275,35.0497,34.9081,35.0497,62
instance-9ad31535-a1ae-4f4e-9c83-b4223a019d87,2.2748,1.8247,1.7994,3.2003,1.7994,3.2003,6,72.5184,72.8161,70.5971,74.1422,70.5971,74.1422,6
instance-9ad3c6c8-68b9-4668-b2c3-92929bf3077b,8.4677,8.4677,8.4677,8.4677,8.4677,8.4677,2,62.1145,62.1145,62.1145,62.1145,62.1145,62.1145,2
instance-9ad3fe7a-c63e-435e-8d96-9601e126eced,3.966,4.4914,0.6586,5.2697,0.6428,5.2839,62,96.1973,99.767,77.7294,99.7783,77.3728,99.8059,62
instance-9ad48673-8087-45fd-88f3-274c5fa8491e,16.0354,15.882,15.3284,17.062,15.3094,17.4409,60,98.7146,98.6921,98.5371,98.8479,98.5234,98.8722,60
instance-9ad4ea81-4c78-4582-a606-245642fe17f2,9.8294,9.8294,9.8294,9.8294,9.8294,9.8294,2,100.0,100.0,100.0,100.0,100.0,100.0,2
instance-9ad563c7-0a8e-47d3-ac97-4899fe48a3ac,10.2728,10.2728,10.2728,10.2728,10.2728,10.2728,1,51.5543,51.5543,51.5543,51.5543,51.5543,51.5543,1
instance-9ad588c0-8886-4197-8979-43d0e211c65c,11.5419,11.5419,11.5419,11.5419,11.5419,11.5419,2,99.9895,99.9895,99.9895,99.9895,99.9895,99.9895,2
instance-9ad7002e-07f3-4f82-b253-c77da6877afe,1.1786,1.1786,1.1786,1.1786,1.1786,1.1786,2,32.2434,32.2434,32.2434,32.2434,32.2434,32.2434,2
instance-9ad7099e-a348-4a03-a198-2cccb4916e7f,0.4683,0.4683,0.4683,0.4683,0.4683,0.4683,1,4.4508,4.4508,4.4508,4.4508,4.4508,4.4508,1
instance-9ad7115f-bd99-4cac-b9d2-103e7037e601,8.5367,8.4588,8.1247,8.9504,8.102,9.1244,60,99.5422,99.6078,99.0032,99.6569,98.9927,99.6569,60
instance-9ad7cc46-7296-4964-b0ed-310424b64669,2.7712,2.2013,2.0283,4.7268,2.0166,14.2361,60,99.9194,99.9267,99.899,99.9267,99.899,99.9267,60
instance-9ad98b5d-5e2c-4a9c-90b6-ba2452193617,8.3114,8.1585,7.8769,9.0501,7.1764,9.4796,51,97.135,97.0656,97.0626,97.297,97.0501,97.2973,51
instance-9ad992c9-bc94-4334-a38d-74db86a7f6cd,3.2297,3.212,2.9879,3.3786,2.9322,3.9605,82,45.5227,45.6634,40.1098,53.4743,39.9897,54.7015,82
instance-9ad9a721-ce10-4b6b-a0fe-7393b0ec8951,15.844,15.9846,11.9479,17.5474,11.9479,17.5474,37,99.4034,99.4436,99.2774,99.4453,99.2601,99.4453,37
instance-9ad9b396-1916-4ef8-9b9b-8e57b096a429,11.7637,12.3074,7.4296,12.9357,7.4296,12.9357,16,99.2552,99.8037,95.4161,99.8037,95.4161,99.8037,16
instance-9adbe6e0-0707-4570-a368-3f5d86feaafa,52.8839,52.8839,49.8721,55.8957,49.8721,55.8957,4,90.2122,90.2122,90.2122,90.2122,90.2122,90.2122,4
instance-9adc122e-15dd-4bd6-a381-62188bd32d1e,11.3447,15.2771,2.0765,15.6693,2.0765,15.6693,13,99.7649,99.7358,99.7353,99.8006,99.7353,99.8006,13
instance-9adc1b5d-b145-4b8a-8247-0893e37e0340,2.5977,2.5603,2.1314,3.1667,2.125,3.549,66,74.4433,75.1875,51.0718,84.7682,45.805,85.1742,66
instance-9adca4cc-3838-4502-9c8d-ac2db586b5b4,2.2601,2.2581,1.5839,2.9637,1.5839,2.9637,12,93.3493,97.0777,82.9909,99.6884,82.9909,99.6884,12
instance-9adcace0-0d24-46ae-940d-2e2c559468dc,2.4029,2.4029,1.6948,3.1109,1.6948,3.1109,4,85.0552,85.0552,84.5082,85.6021,84.5082,85.6021,4
instance-9add9825-9207-4945-b157-5d463b95cbc4,1.7716,1.7518,1.6316,1.9792,1.6263,2.0011,62,41.8488,41.612,41.4401,42.7393,41.0704,42.74,62
instance-9addcc11-e9c0-4ef1-a9db-c9fc11a0f726,7.8322,7.8322,7.8322,7.8322,7.8322,7.8322,2,47.2286,47.2286,47.2286,47.2286,47.2286,47.2286,2
instance-9adeaad7-b664-4a0f-86a8-469284d64d77,0.6218,0.6218,0.6218,0.6218,0.6218,0.6218,2,3.829,3.829,3.829,3.829,3.829,3.829,2
instance-9adec113-7638-4cd7-be48-3457cd45b967,8.3521,9.5357,1.3199,10.2917,1.2812,10.4539,55,97.2812,97.2293,97.225,97.4049,97.2159,97.4144,55
instance-9adf1365-21fc-407f-8fc6-89b2861ea1ad,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,2,3.8493,3.8493,3.8493,3.8493,3.8493,3.8493,2
instance-9adfbcf7-9e20-49bf-950e-ef4d55639bcc,6.5626,7.9006,0.877,8.2866,0.877,8.2866,33,94.3991,99.6569,68.1803,99.6569,68.1803,99.6569,33
instance-9ae01480-b031-4bfe-b201-4234b775ba87,1.3656,1.7233,0.437,1.7429,0.437,1.7429,15,43.7952,42.0138,27.3811,56.8704,27.3811,56.8704,15
instance-9ae09846-b117-43b2-adb4-cf62210d6c03,3.1118,3.1118,2.9107,3.313,2.9107,3.313,4,20.2153,20.2153,18.4831,21.9476,18.4831,21.9476,4
instance-9ae2b4be-db94-441a-9f3b-36e6305c3a03,0.9133,0.9077,0.8343,0.9413,0.8154,1.4558,60,99.9762,99.9811,99.9534,99.9815,99.9531,99.9818,60
instance-9ae31caf-861f-4242-8ebf-1fb6c9ac021e,3.4087,3.4182,3.2161,3.5955,3.2086,3.9404,60,95.8348,95.8451,95.8068,95.8452,95.8052,95.8452,60
instance-9ae3a3c5-da93-40c9-88e4-46728255f4d2,9.1344,10.0152,3.5943,13.7937,3.5943,13.7937,6,96.3901,99.6177,89.8618,99.6907,89.8618,99.6907,6
instance-9ae44f37-543f-4fbf-a181-0daa228f6638,14.5851,16.0213,8.3308,16.2497,8.3308,16.2497,11,95.862,99.6151,80.1838,99.7382,80.1838,99.7382,11
instance-9ae4a9ff-9820-4142-af36-ec8d804236e8,15.4836,16.6427,2.5324,19.17,2.3641,19.2046,59,98.0862,97.6613,97.5458,98.9452,97.5229,99.781,59
instance-9ae4ea42-f2f8-40bb-a334-a84c502c763f,1.6852,1.6852,1.6852,1.6852,1.6852,1.6852,1,74.8808,74.8808,74.8808,74.8808,74.8808,74.8808,1
instance-9ae5f5b0-6bdf-4398-9fd6-38344d252ffa,3.584,3.5016,3.2025,4.4547,3.2,4.6647,62,99.7516,99.7549,99.7272,99.7549,99.7158,99.7549,62
instance-9ae67654-2ea0-4c75-9f0e-4a07c82145e0,3.1163,3.1163,3.1163,3.1163,3.1163,3.1163,2,31.7655,31.7655,31.7655,31.7655,31.7655,31.7655,2
instance-9ae8218d-88a4-4c8b-9771-a7c84113c311,2.3109,2.3109,2.3109,2.3109,2.3109,2.3109,2,18.8165,18.8165,18.8165,18.8165,18.8165,18.8165,2
instance-9ae96cd9-7062-4d8f-8796-bb4c150af7f7,1.2055,1.2055,1.2055,1.2055,1.2055,1.2055,2,84.395,84.395,84.395,84.395,84.395,84.395,2
instance-9aeaf9a7-7a60-494b-99e7-9afcf98bb1c9,1.8798,1.8599,1.2407,2.3395,1.1659,2.6451,62,99.9762,99.9786,99.9509,99.9786,99.9453,99.9786,62
instance-9aeb3431-4cd8-4a69-9b48-af6c57886b31,13.4007,13.2824,12.4704,14.2959,12.4257,14.4171,60,99.9826,99.987,99.9592,99.9874,99.9591,99.9875,60
instance-9aeb8ab3-dac8-440b-b651-f45b01f79597,13.6354,13.5389,12.8725,15.0928,12.0526,15.5509,95,99.7754,99.8037,99.7382,99.8691,98.9717,99.8691,95
instance-9aebee27-a195-4e9d-9d75-f67b9b885e97,1.0314,0.7741,0.7053,3.5848,0.7053,3.5848,23,66.585,66.7647,64.7399,66.7647,64.7399,66.7647,23
instance-9aed392f-f6a4-4aca-973b-eebc74e71f91,2.3814,2.3814,0.369,4.3937,0.369,4.3937,4,10.2269,10.2269,7.8269,12.627,7.8269,12.627,4
instance-9aee5013-5706-49a3-87d7-a857fd710a1c,1.6493,1.6493,1.6493,1.6493,1.6493,1.6493,2,10.9985,10.9985,10.9985,10.9985,10.9985,10.9985,2
instance-9aee9549-4c3f-4757-8a22-1af8c149ffb6,4.4079,2.2177,1.2102,11.986,1.2102,11.986,8,86.746,90.051,67.2253,99.6569,67.2253,99.6569,8
instance-9aeef4d4-3ef0-4069-b2e0-69ccbf4e7c8f,2.5699,2.4349,0.6794,2.9406,0.569,9.7017,47,96.481,99.8305,91.8537,99.8536,29.3699,99.86,47
instance-9aefdfc8-71a7-4714-bb0f-3192dc9ff52c,21.5831,21.5831,3.2183,39.948,3.2183,39.948,4,82.1701,82.1701,74.6346,89.7056,74.6346,89.7056,4
instance-9af046f3-ced3-48e3-b167-2f1908c77901,16.9497,19.2879,7.1697,19.9985,7.1697,19.9985,13,92.0319,97.2568,72.6971,97.4434,72.6971,97.4434,13
instance-9af04b58-7481-495d-ace9-5757f2d13bf5,6.2756,7.5673,1.2199,8.2782,1.1998,8.5109,62,98.2951,99.6569,92.2901,99.6569,64.8929,99.6569,62
instance-9af05e67-4ecf-4b08-8056-2d8e8700d2c8,7.1687,7.1687,7.1687,7.1687,7.1687,7.1687,2,41.8698,41.8698,41.8698,41.8698,41.8698,41.8698,2
instance-9af146b5-7ad5-4d52-9da0-de1ce6998c01,12.8368,13.0977,10.4015,13.7919,10.4015,13.7919,17,99.7554,99.7639,99.7215,99.7731,99.7215,99.7731,17
instance-9af15615-adfe-4aa6-90b7-0a3385102fe5,3.6262,3.4962,3.2337,4.3726,3.2293,4.3776,60,99.9963,100.0,99.9722,100.0,99.9722,100.0,60
instance-9af2000a-824b-45db-b112-0e99433ca78d,6.8795,2.6696,2.6224,23.1538,2.6224,23.1538,18,96.1056,98.1234,79.9829,98.1307,79.9829,98.1307,18
instance-9af25886-fb47-4d80-9bfe-531a68db7260,1.9131,1.6756,1.613,2.9093,1.613,2.9093,10,83.6329,83.7696,83.0862,83.7696,83.0862,83.7696,10
instance-9af32a97-f20b-46e2-9ecc-96a394ebd997,10.5697,12.958,1.5808,16.5977,1.5808,16.5977,24,95.6796,99.7403,84.5263,99.8037,84.5263,99.8037,24
instance-9af39c70-6048-4953-8684-b3caa18fecd9,45.7687,45.7687,45.7687,45.7687,45.7687,45.7687,2,39.6168,39.6168,39.6168,39.6168,39.6168,39.6168,2
instance-9af3b767-0ae8-4825-9ece-7c116c91912a,2.0221,1.9335,1.8661,2.5375,1.8592,2.7342,62,99.7238,99.7448,99.6295,99.7611,99.6277,99.783,62
instance-9af4da9d-f3c3-45bd-9845-2ae4d0d69063,3.2679,3.2679,3.2679,3.2679,3.2679,3.2679,1,98.7226,98.7226,98.7226,98.7226,98.7226,98.7226,1
instance-9af5174d-6136-4296-a48a-ae5ca4deb035,6.6094,6.8402,4.1811,7.279,4.1811,7.279,30,98.6128,99.5804,85.0071,99.6509,85.0071,99.6509,30
instance-9af53021-cc3f-4b93-82f9-9de43c7806b6,13.082,13.082,13.082,13.082,13.082,13.082,2,26.8431,26.8431,26.8431,26.8431,26.8431,26.8431,2
instance-9af56614-355c-46de-8aa4-2bc07a80166c,3.025,2.8718,1.8849,3.7163,1.7903,11.1612,62,99.9946,100.0,99.9722,100.0,99.9722,100.0,62
instance-9af5778f-9aa8-4717-87fb-3d1443f87574,4.1182,4.1172,3.9013,4.2684,3.8772,4.9273,61,72.3678,72.3767,72.3365,72.3767,72.3064,72.3767,61
instance-9af61383-5d8e-4710-8d93-5257f0c642b1,7.8569,7.8569,7.8569,7.8569,7.8569,7.8569,2,56.5613,56.5613,56.5613,56.5613,56.5613,56.5613,2
instance-9af7af78-10c9-4438-a1d3-b9f5bcde678c,3.0769,3.0769,3.0769,3.0769,3.0769,3.0769,2,10.6202,10.6202,10.6202,10.6202,10.6202,10.6202,2
instance-9af85272-1389-4044-bb8c-dc00f623373d,5.8787,5.8787,5.8787,5.8787,5.8787,5.8787,2,17.9169,17.9169,17.9169,17.9169,17.9169,17.9169,2
instance-9af96645-c601-4bd4-b1ba-529c1834fc86,6.9949,7.0887,6.1354,7.621,4.3236,9.2117,135,98.9726,99.6514,97.4892,99.6569,97.4865,99.6569,135
instance-9af9aa9c-8002-4ef0-bc9e-02f622067de1,23.7529,23.7529,23.7529,23.7529,23.7529,23.7529,2,76.0867,76.0867,76.0867,76.0867,76.0867,76.0867,2
instance-9afbc208-dd91-479e-99ac-4eaa7caf0c82,15.0905,15.0135,13.3772,15.89,13.3772,15.9828,35,99.866,99.8691,99.8414,99.8691,99.8414,99.8691,35
instance-9afbec1f-3ca8-45b0-9a7b-f465fe6a3f98,1.8281,1.8281,1.8281,1.8281,1.8281,1.8281,2,17.6845,17.6845,17.6845,17.6845,17.6845,17.6845,2
instance-9afc0383-dc4b-4337-aa90-3cb540cfc8da,16.0701,16.1579,15.0754,18.5811,15.0754,18.5811,25,98.8267,99.3483,92.9192,99.4114,92.9192,99.412,25
instance-9afd079e-e163-4b85-b21b-b45603399c88,16.7372,16.906,15.532,17.7787,15.489,17.8825,59,97.663,97.9558,93.8853,98.6394,90.1634,98.6456,59
instance-9afd5e0e-65e3-48c1-a7b2-0f41e91dd0c9,4.2802,4.2802,4.115,4.4454,4.115,4.4454,4,35.4201,35.4201,30.2015,40.6387,30.2015,40.6387,4
instance-9afda81f-5ff9-47aa-b84e-e8911743019b,4.4197,4.4197,4.4197,4.4197,4.4197,4.4197,2,39.4939,39.4939,39.4939,39.4939,39.4939,39.4939,2
instance-9afdf3aa-2d64-4162-95e8-2d351d810696,4.7986,4.7986,4.7986,4.7986,4.7986,4.7986,2,66.0131,66.0131,66.0131,66.0131,66.0131,66.0131,2
instance-9afe8934-a8e2-4168-8d8d-fb4f1c4f4246,8.5667,8.5051,7.3606,9.4715,6.8683,9.6796,60,99.6534,99.6569,99.6292,99.6569,99.6015,99.6569,60
instance-9aff02f2-0701-4cfa-9a91-9e410ea18d71,2.5931,2.5769,2.4453,2.7767,2.4047,2.7883,62,91.3748,91.6789,89.1647,92.6313,88.9043,93.0558,62
instance-9aff5a04-8a89-4516-8d81-da8493473cd7,26.1268,25.9667,19.9493,33.2792,19.2447,36.3398,74,98.6058,98.6138,98.5773,98.6138,98.5773,98.6138,74
instance-9b02b70d-bb5e-4204-87b4-05eebf5cdf54,15.7137,15.6358,14.8684,16.5051,14.8462,16.7586,60,98.866,98.2322,98.1686,99.7224,98.1683,99.7227,60
instance-9b04845c-7a57-4325-8471-ced8c317ca2f,10.5495,10.4676,9.956,11.4434,9.956,11.4434,23,91.0698,94.5363,68.8043,96.7019,68.8043,96.7019,23
instance-9b04aee3-f05c-4c3a-8526-984a107447ae,0.9939,0.9959,0.9427,1.082,0.932,1.1008,64,97.605,97.4878,97.4607,98.0983,97.4445,98.0983,64
instance-9b06075f-21c8-4926-8533-00f177ee91d5,2.0967,2.0575,2.0025,2.3187,2.0025,2.3187,15,99.7963,99.8037,99.7482,99.8037,99.7482,99.8037,15
instance-9b06e328-c576-45ed-b91c-67e85876f746,1.2427,1.2427,1.2427,1.2427,1.2427,1.2427,2,8.1591,8.1591,8.1591,8.1591,8.1591,8.1591,2
instance-9b0714f3-8150-4dfc-959a-da82a5bdcbf5,15.097,16.2323,10.7309,16.6978,10.7309,16.6978,9,98.6527,98.6546,98.6407,98.6589,98.6407,98.6589,9
instance-9b0856a1-efad-4d87-8650-b7979b50d147,16.9709,17.1294,16.3157,17.3197,16.2471,17.3499,60,99.4716,99.4774,99.4507,99.4787,99.4228,99.4789,60
instance-9b09247f-eb38-48c9-b958-7e538ef0cc6a,12.0977,12.7474,9.8412,13.4388,8.6998,14.3192,62,99.9608,99.9695,99.9417,99.9695,99.9417,99.9695,62
instance-9b0ae251-e945-4264-a4da-b57b9e646228,18.0703,23.2083,6.8297,23.4399,6.8081,23.5862,62,99.4889,99.5131,99.2752,99.5144,99.2582,99.5144,62
instance-9b0b1e08-750a-4a8d-a288-1e7bf1d71cf3,9.1837,1.4447,1.4071,24.6992,1.4071,24.6992,6,79.5717,85.0131,68.6889,85.0131,68.6889,85.0131,6
instance-9b0c8999-5799-4a9a-8f8d-b92d0ce6b81c,2.9099,1.2644,1.1707,8.4653,1.1707,8.4653,35,99.6426,99.649,99.5368,99.6508,99.5368,99.6508,35
instance-9b0d32ab-5be4-4b4f-88e7-7a1b9f705b85,1.983,1.9852,1.9157,2.0679,1.9126,2.13,60,93.1232,99.6868,83.4409,99.8696,73.8014,99.8699,60
instance-9b0e6900-9fd3-4bfe-a4c9-cabac2880984,13.8425,13.8488,13.2665,14.5284,13.1243,14.7283,60,99.7181,99.7211,99.6934,99.7211,99.6657,99.7211,60
instance-9b0f072d-64fe-40dd-8ddd-9c8466208fd1,0.7113,0.7113,0.7113,0.7113,0.7113,0.7113,2,6.212,6.212,6.212,6.212,6.212,6.212,2
instance-9b0fa462-71f4-4d6a-849b-28c532685e40,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,2,11.3925,11.3925,11.3925,11.3925,11.3925,11.3925,2
instance-9b0fb6ed-598e-4cff-9857-0fcd952a1b36,8.8295,8.4878,5.6131,11.1603,5.2284,11.1664,60,99.6555,99.6569,99.643,99.6569,99.6292,99.6569,60
instance-9b1097b7-a1c3-4161-a649-16d1e4e6a8db,1.1987,1.1927,0.9775,1.3317,0.9726,1.416,64,99.9704,99.9756,99.9478,99.9756,99.9339,99.9756,64
instance-9b10b742-74da-4186-9542-01ae5b74e913,2.9062,2.4718,2.2126,4.3559,2.1609,12.7666,62,99.9299,99.943,99.8875,99.943,99.8736,99.943,62
instance-9b10d904-61cd-4786-bfb2-40941611a4d3,25.8104,25.8104,8.2535,43.3672,8.2535,43.3672,4,70.924,70.924,47.5223,94.3256,47.5223,94.3256,4
instance-9b11492b-cfc2-45b9-b773-db7d786e0084,3.8381,3.8381,3.8381,3.8381,3.8381,3.8381,2,44.0707,44.0707,44.0707,44.0707,44.0707,44.0707,2
instance-9b125cea-a99a-4c33-a255-70d84c569a26,3.0927,3.0927,1.3429,4.8425,1.3429,4.8425,4,28.4588,28.4588,27.5969,29.3206,27.5969,29.3206,4
instance-9b1386a6-951b-4552-94b4-ad0f66b7f5e1,9.8594,10.8368,2.158,13.2225,2.158,13.2225,10,95.1749,99.7382,81.1545,99.7382,81.1545,99.7382,10
instance-9b1398fa-69c3-46bd-b9e3-4966ff299b29,5.8636,5.8636,5.8636,5.8636,5.8636,5.8636,2,62.5843,62.5843,62.5843,62.5843,62.5843,62.5843,2
instance-9b144399-0a45-470d-bd86-e971b7a0ba54,17.6525,17.733,17.0991,18.3813,17.0991,18.3813,25,95.9953,96.3382,87.9686,97.5511,87.9686,97.5564,25
instance-9b166837-0759-4555-9acf-b55f6abfef7e,3.9636,3.9636,3.9636,3.9636,3.9636,3.9636,2,25.5598,25.5598,25.5598,25.5598,25.5598,25.5598,2
instance-9b17caa1-e7d1-4a61-9e69-4d67cbab0a3d,1.9558,1.9558,1.9558,1.9558,1.9558,1.9558,2,17.0577,17.0577,17.0577,17.0577,17.0577,17.0577,2
instance-9b182409-3fa5-44e8-9031-d6688cc5385d,3.1903,2.9899,2.6767,4.9063,2.6492,5.0823,60,99.7526,99.7549,99.7272,99.7549,99.7272,99.7549,60
instance-9b184af7-f129-48e5-b5ec-ffa20d6d340c,6.494,6.494,6.494,6.494,6.494,6.494,2,96.3702,96.3702,96.3702,96.3702,96.3702,96.3702,2
instance-9b1899fa-ce97-4c5e-884a-f7c8530b18ca,2.7449,2.7449,2.7449,2.7449,2.7449,2.7449,1,19.4083,19.4083,19.4083,19.4083,19.4083,19.4083,1
instance-9b191543-6cf1-447e-bfee-cd52a84f1737,8.2923,8.2923,8.2923,8.2923,8.2923,8.2923,2,58.6368,58.6368,58.6368,58.6368,58.6368,58.6368,2
instance-9b196ac0-1a47-46a3-9f79-aa4dd0f958d8,1.3972,1.3972,1.3972,1.3972,1.3972,1.3972,2,18.7099,18.7099,18.7099,18.7099,18.7099,18.7099,2
instance-9b1a6ba1-9bbf-4591-a7d3-b2fbf3e798a8,13.9417,13.8039,13.0187,15.4173,12.8388,16.0702,79,99.8155,99.821,99.7517,99.821,99.7443,99.8364,79
instance-9b1a8419-6dd6-4a0d-94e5-cfda4f669335,9.3144,9.7144,6.3303,11.2927,5.7943,11.4498,62,69.1202,70.4954,66.5991,70.516,66.5926,70.5162,62
instance-9b1ac8b9-b157-43a4-90d8-1fda1454f1bf,12.6994,12.6994,12.6994,12.6994,12.6994,12.6994,2,54.8078,54.8078,54.8078,54.8078,54.8078,54.8078,2
instance-9b1b2aa4-d83d-4e66-ae4c-78eace36dc74,3.2993,3.3055,2.8687,3.8291,2.8077,4.0032,62,99.9386,99.943,99.9152,99.943,99.9014,99.943,62
instance-9b1b4211-c763-424d-81ed-f0ed66031f41,0.4066,0.2766,0.2074,1.221,0.2074,1.221,13,20.6341,20.9199,19.4606,21.1632,19.4606,21.1632,13
instance-9b1b954a-4701-479b-ab04-16cbd0e69d0d,16.9163,16.9706,16.1475,17.8754,16.0075,18.3843,68,99.0685,98.7762,98.4666,99.7783,98.4419,99.7787,68
