instance,cpu_mean,cpu_median,cpu_p5,cpu_p95,cpu_min,cpu_max,cpu_n,mem_mean,mem_median,mem_p5,mem_p95,mem_min,mem_max,mem_n
instance-0055b7ac-38d1-4821-b048-4cef04f65d74,2.7997,2.7997,2.1696,3.4297,2.1696,3.4297,4,82.1372,82.1372,81.0911,83.1832,81.0911,83.1832,4
instance-00562ac8-eb3e-425a-85a3-d5010c13249f,15.4301,15.4124,14.9977,16.2371,14.7189,16.2863,66,99.942,99.9424,99.942,99.9436,99.9157,99.9436,66
instance-00565159-b804-4cba-8f96-8022eb1d4cdd,2.0596,2.0596,2.0596,2.0596,2.0596,2.0596,1,53.9899,53.9899,53.9899,53.9899,53.9899,53.9899,1
instance-00569d01-137c-4aea-877b-515c9172b140,2.8638,2.1387,2.1007,5.3357,2.1007,5.3357,10,73.259,73.1331,70.6444,76.2606,70.6444,76.2606,10
instance-0056acc3-7343-43a3-b558-c8e4baede97f,15.2288,15.853,13.1219,16.5243,3.096,16.8255,55,99.0285,99.8025,95.6858,99.8031,82.7511,99.8032,55
instance-0058199a-cb7a-460e-9b06-ce9a249dc2bc,3.909,3.767,3.077,5.0251,3.077,5.0251,8,89.7156,99.5475,59.9989,99.7685,59.9989,99.7685,8
instance-00582077-32f9-45a7-9ee1-6971caf8ccff,8.9728,7.9457,7.6434,15.6581,7.6394,15.7132,60,99.5606,99.5262,99.508,99.6375,99.5073,99.6379,60
instance-005826bd-f1dc-4fed-b0b8-94d26539aaa9,2.0006,2.0006,2.0006,2.0006,2.0006,2.0006,2,16.9453,16.9453,16.9453,16.9453,16.9453,16.9453,2
instance-00594b51-b024-408b-a5ab-513e254bc201,1.6004,1.6004,1.6004,1.6004,1.6004,1.6004,2,31.2172,31.2172,31.2172,31.2172,31.2172,31.2172,2
instance-0059a2d7-b380-4c6f-94ad-262016b8aabb,4.0729,4.9697,0.5691,5.6752,0.5616,6.454,99,42.2902,42.0391,42.0274,43.7179,41.997,44.2613,99
instance-005aecdd-3d13-4ee5-855f-8deb74681909,3.7694,3.7694,2.6766,4.8622,2.6766,4.8622,4,84.7813,84.7813,83.8808,85.6819,83.8808,85.6819,4
instance-005b232a-62e6-45e2-b597-ad90896968de,1.8441,1.8441,1.8441,1.8441,1.8441,1.8441,2,11.2556,11.2556,11.2556,11.2556,11.2556,11.2556,2
instance-005c04c6-031a-4f92-a835-9997beea82de,5.2247,5.2247,5.2247,5.2247,5.2247,5.2247,2,42.4221,42.4221,42.4221,42.4221,42.4221,42.4221,2
instance-005c74f8-a7b3-4b4a-9b96-17eccf5c4ccb,2.1252,1.7031,1.6816,2.991,1.6816,2.991,6,83.9636,84.0969,83.697,84.0969,83.697,84.0969,6
instance-005d98e4-281f-44a0-b28a-ba9e88b11c04,8.489,8.0369,6.7546,12.6429,6.7214,12.7007,60,99.1806,99.9737,89.4474,99.9743,87.9857,99.9743,60
instance-005ddab0-297f-4c1a-b83a-08f622190694,6.7262,2.8924,2.6912,16.1504,2.6912,16.1504,20,90.269,90.0805,74.0901,96.4823,74.0901,96.4823,20
instance-005deb16-863f-401d-8819-024438c9bbeb,10.2101,10.4175,5.4149,14.5905,5.4149,14.5905,8,96.1808,99.7258,85.5333,99.7382,85.5333,99.7382,8
instance-005e7fb3-2b55-43dd-9d62-b8ab94595a5a,3.6912,3.5609,3.3537,3.8823,3.3175,7.6321,62,99.9924,100.0,99.9306,100.0,99.9289,100.0,62
instance-005f958e-0de2-48ec-b139-50f414aa6fe0,3.8385,3.8385,3.8385,3.8385,3.8385,3.8385,1,23.8833,23.8833,23.8833,23.8833,23.8833,23.8833,1
instance-005faab7-af05-43fa-b5f3-f85694566919,16.5732,18.0652,2.3732,18.8666,2.3732,18.8666,34,97.5029,98.0779,90.388,98.1698,90.388,98.1698,34
instance-0060c8ad-9280-415f-8988-bb5d5d55f156,9.9948,8.2184,2.2886,16.1305,1.4131,26.3496,66,99.9723,99.9786,99.9509,99.9786,99.9231,99.9786,66
instance-0060d597-b219-43a0-adbf-ae0183ecf8e7,7.3905,7.3905,7.3905,7.3905,7.3905,7.3905,2,62.8419,62.8419,62.8419,62.8419,62.8419,62.8419,2
instance-006181ac-cfd4-4069-92ff-97a5852aa8f7,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,2,19.5003,19.5003,19.5003,19.5003,19.5003,19.5003,2
instance-0061b3e0-f2c4-4ade-8a86-1e5f1a10bd02,5.5402,5.5402,4.7884,6.2921,4.7884,6.2921,4,98.3668,98.3668,96.9944,99.7392,96.9944,99.7392,4
instance-006252d3-96f1-4cd1-8306-aaba5dfb7f03,1.3518,1.294,1.1853,1.6674,1.1838,1.8086,66,99.9409,99.943,99.9152,99.943,99.9152,99.943,66
instance-006275c6-6945-4e1d-9e97-826ec7c921dd,13.7909,14.5468,10.7841,14.9433,10.7841,14.9433,9,99.7236,99.724,99.7218,99.726,99.7218,99.726,9
instance-00632c2f-8180-4707-b18a-51b6eda5ab6c,1.9006,1.9006,1.9006,1.9006,1.9006,1.9006,2,19.9191,19.9191,19.9191,19.9191,19.9191,19.9191,2
instance-0063468b-f0ec-4c4d-96bb-55ba1c6c6564,0.4754,0.4754,0.4754,0.4754,0.4754,0.4754,2,3.8485,3.8485,3.8485,3.8485,3.8485,3.8485,2
instance-006411e0-94d4-40cc-a031-04a81c5d135c,2.5076,2.5076,2.1509,2.8642,2.1509,2.8642,2,20.3071,20.3071,19.2964,21.3178,19.2964,21.3178,2
instance-00644870-f968-406c-a548-3f0434134d5a,17.6919,17.6483,16.6451,18.5924,16.6451,18.5924,9,26.7102,29.7465,18.9524,32.5115,18.9524,32.5115,9
instance-00646ae9-4397-4eba-b977-db3f831faec7,2.6512,2.6512,2.6512,2.6512,2.6512,2.6512,2,19.3304,19.3304,19.3304,19.3304,19.3304,19.3304,2
instance-0064a263-f4e1-4c7c-a517-408a16e4f55f,0.506,0.506,0.506,0.506,0.506,0.506,2,13.2312,13.2312,13.2312,13.2312,13.2312,13.2312,2
instance-0064b46b-a152-48a8-9718-9a306c377859,2.25,1.8582,1.6756,3.2161,1.6756,3.2161,6,83.9239,84.0735,83.6013,84.0969,83.6013,84.0969,6
instance-006524d9-ef51-44cc-a4e1-a61af491fbec,4.829,4.4079,4.2858,7.3775,4.2537,7.9155,62,99.951,99.9624,99.9209,99.9626,99.9071,99.9627,62
instance-00655607-7797-4976-9f61-162c951d8966,4.5934,4.3393,4.0646,6.2237,4.037,6.2821,60,91.1519,91.1561,91.1308,91.1561,91.1181,91.1561,60
instance-00660cfe-9c21-4a17-9aa0-d5412f2e47f6,4.4735,4.2874,4.0156,5.4952,3.94,5.9878,64,95.0825,95.1121,94.9629,95.3069,94.9396,95.3616,64
instance-00666585-96bc-41c8-95ac-165f60968c1a,7.447,7.3274,6.8667,8.4043,6.3312,8.9058,79,99.6247,99.6384,99.5809,99.6569,99.5665,99.6569,79
instance-0066bba3-24c8-4757-b874-c5aada32d3ea,6.8782,6.9908,5.9027,8.3133,4.5764,8.3393,59,98.1487,98.7635,91.3853,99.1003,90.901,99.1017,59
instance-0066bd5c-49c4-4c6b-a76e-2a124bac80c2,2.4195,2.4135,2.3553,2.5045,2.3448,2.5808,62,66.6017,76.7116,48.6434,79.8265,48.6312,79.8265,62
instance-0069ddb5-3c36-49b8-a8e9-316edabbbbc5,11.1108,10.5583,9.7257,13.0126,9.7257,13.0126,17,100.0,100.0,100.0,100.0,100.0,100.0,17
instance-006a52d6-57fc-41a5-9cfb-ae12f21c8f6f,0.7892,0.7966,0.7402,0.819,0.7336,0.8448,84,57.2364,55.6361,53.8257,62.8308,53.6098,62.8386,84
instance-006a89da-6ca5-48d7-b6d3-451edc31041a,45.9943,36.2438,3.1927,98.5465,3.1927,98.5465,6,93.1305,99.6728,80.0459,99.6728,80.0459,99.6728,6
instance-006afba2-b4e4-4d96-b506-bf4991f896e3,3.647,1.8385,1.8159,7.2867,1.8159,7.2867,6,74.1403,74.3767,73.2047,74.8396,73.2047,74.8396,6
instance-006bbb97-ad84-427b-a92d-abf5501a1ec4,3.5303,3.3927,3.1791,3.9984,3.1229,7.4556,64,99.9564,99.9573,99.9573,99.9573,99.9295,99.9573,64
instance-006bc29b-6dee-4a62-b2bc-afbdeefe9ccc,0.4323,0.4323,0.4323,0.4323,0.4323,0.4323,1,4.4305,4.4305,4.4305,4.4305,4.4305,4.4305,1
instance-006c0091-19a1-4f6d-9bd9-122c192d9966,3.4371,3.4371,3.4355,3.4386,3.4355,3.4386,4,52.8299,52.8299,49.6083,56.0514,49.6083,56.0514,4
instance-006c483d-56b8-40f1-ab49-dfa072b0b45a,1.1483,1.1483,1.1483,1.1483,1.1483,1.1483,2,11.4902,11.4902,11.4902,11.4902,11.4902,11.4902,2
instance-006c4a81-b0b3-4317-8e46-04b272f80406,4.659,4.9905,3.7577,5.475,1.1503,5.5247,55,87.0165,94.6374,57.6871,97.485,29.1069,97.4857,55
instance-006c73e6-3ab9-4f1e-b083-a019b2c312fd,1.7067,1.6741,1.5689,1.9237,1.5331,1.9566,62,99.9408,99.943,99.9152,99.943,99.9014,99.943,62
instance-006d0d70-b905-4fa8-a512-e1c4ccb4c0ae,3.6782,3.6782,3.6782,3.6782,3.6782,3.6782,2,24.9005,24.9005,24.9005,24.9005,24.9005,24.9005,2
instance-006d2c38-06b1-43ed-b240-ddf62ac11700,16.1427,16.0665,15.478,17.0497,15.4703,17.1933,64,98.6286,98.4687,98.1654,99.7605,98.165,99.7691,64
instance-006e3eb6-844c-4339-b968-e20c3f50b7af,64.7482,64.7482,63.0998,66.3967,63.0998,66.3967,4,89.5697,89.5697,79.3363,99.8031,79.3363,99.8031,4
instance-006e5019-dbe4-4de2-a964-09eaf291f4b0,8.2483,8.2483,8.2483,8.2483,8.2483,8.2483,2,78.1674,78.1674,78.1674,78.1674,78.1674,78.1674,2
instance-006ecc28-dba7-44cb-a209-8aaa2f5c113c,7.3119,7.3119,7.3119,7.3119,7.3119,7.3119,2,57.7954,57.7954,57.7954,57.7954,57.7954,57.7954,2
instance-006f689d-b10f-474d-93e3-b3be33ead761,11.5158,13.5861,4.8816,14.0595,4.8816,14.0595,17,96.5199,99.7566,82.4767,99.7689,82.4767,99.7689,17
instance-006f9697-02a1-4866-92b6-c63d3758d107,10.1826,13.9,2.3837,15.5535,2.3837,15.5535,18,99.3802,99.6901,97.0015,99.6968,97.0015,99.6968,18
instance-006fada3-d407-4df3-9720-89e92fcd5b6b,1.9652,2.0085,1.5667,2.2342,1.4959,2.3116,78,88.9141,89.3276,84.7549,91.2372,83.8887,91.7392,78
instance-006fe0c4-bc04-4846-8f88-1db122636dd2,1.1364,1.1517,1.0966,1.1696,1.0929,1.1766,60,99.9963,100.0,99.9722,100.0,99.9722,100.0,60
instance-0070274b-7deb-408c-8403-50be1ec3d5f2,16.5862,15.8786,15.158,17.4486,14.8912,33.8393,53,98.1057,99.7581,97.9953,99.769,58.0308,99.7698,53
instance-00706352-3594-4266-ad35-796e4dfe82b1,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,2,37.0891,37.0891,37.0891,37.0891,37.0891,37.0891,2
instance-0070dae6-ba08-47d4-88a3-d32dfada6358,4.8858,4.8858,4.8858,4.8858,4.8858,4.8858,2,35.7483,35.7483,35.7483,35.7483,35.7483,35.7483,2
instance-0071c3c5-b4e2-443d-986d-bf74401d0050,17.9138,16.1949,15.1799,38.9948,15.1799,38.9948,27,96.6883,99.7382,60.0937,99.8037,60.0937,99.8037,27
instance-0072c44b-67e1-41ce-a088-017a94bbe272,5.4634,7.0751,1.2485,9.0838,1.2396,9.0838,25,91.4048,95.5058,56.3415,95.7512,56.3415,95.7512,25
instance-007305fe-2e1a-4c83-a036-6e042703cf86,10.2313,10.2096,9.9962,10.5978,9.9688,10.6269,60,99.656,99.6569,99.6569,99.6569,99.6303,99.6569,60
instance-007354ff-7e8d-40d8-bec0-2373a6ce9d9b,3.5455,3.5455,3.5455,3.5455,3.5455,3.5455,2,30.4235,30.4235,30.4235,30.4235,30.4235,30.4235,2
instance-0074069b-3d31-4b9d-8516-7ad1aeb27109,4.1093,4.1093,4.1093,4.1093,4.1093,4.1093,2,14.2285,14.2285,14.2285,14.2285,14.2285,14.2285,2
instance-007427d9-69d6-4d54-859b-2a7e63a8b3ba,0.4035,0.4035,0.4035,0.4035,0.4035,0.4035,2,48.8189,48.8189,48.8189,48.8189,48.8189,48.8189,2
instance-00744c7a-b326-4f10-b606-c602a2a84512,2.3913,2.3913,2.3913,2.3913,2.3913,2.3913,1,18.3888,18.3888,18.3888,18.3888,18.3888,18.3888,1
instance-007485b3-3508-4076-b8a6-dbe425977353,2.6984,2.7304,2.1062,2.9133,2.1056,3.0265,67,48.1279,48.1843,47.7936,48.3603,47.7745,48.3818,67
instance-00752ae8-d36a-4d98-92c6-b3bcdfab5d7f,8.1337,8.7254,0.8769,9.2603,0.8669,11.7492,64,95.8421,99.409,67.598,99.6569,62.6439,99.6569,64
instance-0075c81a-27d7-4bd2-b3f0-b106ce0ae4b9,6.5127,6.2481,1.7338,10.6258,1.6721,12.7051,63,99.5945,99.6052,99.5577,99.6052,99.536,99.6052,63
instance-0075d68b-d7e4-4fd3-9000-f43e930195dc,2.4462,2.4462,2.4462,2.4462,2.4462,2.4462,2,19.333,19.333,19.333,19.333,19.333,19.333,2
instance-00767e37-cdfa-47c1-9093-0d3a9916d710,9.5171,9.7172,7.7782,10.3858,7.7782,10.3858,39,99.9784,100.0,99.7778,100.0,99.7778,100.0,39
instance-0076a4fd-660b-4899-b171-2d27081d1b30,5.2397,5.2397,5.1003,5.3791,5.1003,5.3791,4,65.4514,65.4514,64.096,66.8068,64.096,66.8068,4
instance-00770894-bb31-47bc-b5c8-d6e1a9512c53,4.7464,4.2796,3.021,8.5483,3.0095,12.1664,62,99.9646,99.9715,99.916,99.9715,99.9021,99.9715,62
instance-00773cbc-f992-4220-aa40-47747fff0647,3.4501,3.4501,3.3996,3.5005,3.3996,3.5005,4,31.8083,31.8083,31.5393,32.0774,31.5393,32.0774,4
instance-0077d728-5b4b-44f7-a2f9-b0470440c304,7.6505,7.3745,7.0307,8.3736,7.0144,11.1232,62,99.611,99.6074,99.5771,99.6342,99.5763,99.6355,62
instance-00793512-98cd-431d-a16d-4fe5cdf1075d,12.0217,11.964,11.4924,12.6356,11.4298,13.027,61,98.6141,98.6182,98.5788,98.6183,98.5771,98.6184,61
instance-007989ea-d3f9-4b57-bc03-78840ccea0f8,4.0203,4.0203,4.0203,4.0203,4.0203,4.0203,1,37.6728,37.6728,37.6728,37.6728,37.6728,37.6728,1
instance-007a6e3a-8e5e-432a-91e1-578efcb124cf,2.3201,2.2007,2.0191,2.7406,2.0191,2.7406,6,20.6509,21.364,18.9843,21.6045,18.9843,21.6045,6
instance-007aea62-c407-46fc-8147-aa3eb934b939,3.1685,3.1177,3.0251,3.4535,3.0251,3.4535,16,54.2742,57.5117,30.5715,58.1827,30.5715,58.1827,16
instance-007b12f8-0a43-4d28-a134-8f9380847964,4.9538,4.6929,4.3558,6.2897,4.138,8.7618,62,96.8519,96.7195,94.1064,99.042,93.9892,99.592,62
instance-007b1c58-f955-4773-a4d3-58d64e099e61,3.0127,3.0127,3.0127,3.0127,3.0127,3.0127,2,13.7331,13.7331,13.7331,13.7331,13.7331,13.7331,2
instance-007bc17a-8d15-4b88-b67f-be8e709ce3bf,8.9269,8.3449,7.0214,12.8443,3.6181,13.2503,60,99.6113,99.6177,99.5716,99.6569,99.5709,99.6569,60
instance-007cd949-73ff-4442-ac4e-f4413a20d591,6.8667,6.8667,5.4588,8.2745,5.4588,8.2745,4,17.8262,17.8262,16.4246,19.2278,16.4246,19.2278,4
instance-007e617e-2e44-48c1-9905-9dc21157543c,5.4049,5.4049,5.4049,5.4049,5.4049,5.4049,2,54.1395,54.1395,54.1395,54.1395,54.1395,54.1395,2
instance-00801d44-d775-4765-b9a0-e9798e375fcb,1.2641,1.2262,1.0741,1.5836,1.0466,1.6163,64,99.9507,99.9573,99.9156,99.9573,99.9039,99.9573,64
instance-0080a8bc-1553-4c19-a9b1-2c7703f603f8,16.4418,16.4207,15.8162,17.3291,15.7263,17.6634,60,99.6074,99.6433,99.2962,99.7157,99.1204,99.7168,60
instance-0080ef56-f18e-4eda-8966-3048eb8afb78,0.6464,0.6464,0.6464,0.6464,0.6464,0.6464,2,2.8355,2.8355,2.8355,2.8355,2.8355,2.8355,2
instance-008115c6-b2e3-4ada-9b42-5f83868139d2,6.0169,6.1597,3.6987,7.792,3.6987,7.792,22,99.6093,99.6148,99.5553,99.6203,99.5553,99.6203,22
instance-008123f0-0606-41ec-be4e-2a720a178bd2,11.9515,11.5152,10.1955,14.3078,9.5908,16.631,95,99.6531,99.6569,99.6277,99.6569,99.5904,99.6569,95
instance-0082689d-9e53-4c49-85f5-fc21d74a87c6,9.2792,2.6016,2.2762,35.7615,2.1888,100.0,65,99.9096,99.9145,99.8867,99.9145,99.8728,99.9145,65
instance-0082d74f-8563-4559-91a5-1fa5d83f8738,0.4691,0.4691,0.4691,0.4691,0.4691,0.4691,2,3.8465,3.8465,3.8465,3.8465,3.8465,3.8465,2
instance-0084b1b6-038c-4669-97d3-f5d5eb23fa1d,1.1651,1.1651,1.1651,1.1651,1.1651,1.1651,2,83.2546,83.2546,83.2546,83.2546,83.2546,83.2546,2
instance-0085a2f6-823b-46d7-940a-452bd54e9d7b,7.6495,8.3597,1.2619,8.8902,1.2571,8.9841,60,99.6239,99.6019,99.6006,99.6568,99.5597,99.6568,60
instance-00867ac5-7b4f-4937-aa32-0ea52cc7f29e,4.8988,4.8988,4.8884,4.9092,4.8884,4.9092,4,62.4453,62.4453,52.1053,72.7852,52.1053,72.7852,4
instance-0087fe92-6cf6-41d0-8b68-eca47837b7c0,0.5408,0.5138,0.4408,0.7538,0.4408,0.7538,17,77.22,79.2513,65.606,85.1074,65.606,85.1074,17
instance-0088663b-2971-4911-8027-097131b4d5f9,3.0759,3.0759,3.0759,3.0759,3.0759,3.0759,2,19.1118,19.1118,19.1118,19.1118,19.1118,19.1118,2
instance-00889f6c-62c0-4b1d-a3de-4b244c3c0bcb,7.9548,7.9548,6.7507,9.159,6.7507,9.159,2,66.2521,66.2521,65.7478,66.7564,65.7478,66.7564,2
instance-00891f46-308e-4f5c-b548-a8a4a122439f,11.0769,11.0769,11.0769,11.0769,11.0769,11.0769,2,49.7586,49.7586,49.7586,49.7586,49.7586,49.7586,2
instance-008948eb-5b68-46d1-af2f-1619195bfa62,6.499,2.6879,2.5384,15.2733,2.5384,15.2733,20,98.7386,99.2134,95.6525,99.7032,95.6525,99.7032,20
instance-00897c27-4d9c-4b6a-b981-e6850ce76579,31.4323,31.1938,27.7499,35.7133,27.2356,37.0481,77,99.9968,100.0,99.9733,100.0,99.9444,100.0,77
instance-0089b6db-139c-42fb-86ac-21585dda0f1f,11.9461,12.6604,3.9692,15.583,3.9692,15.583,10,95.6339,99.8037,82.7695,99.8037,82.7695,99.8037,10
instance-0089fa03-89ad-4619-a5c2-1f46f5615484,5.3834,5.366,5.21,5.594,5.1903,5.7555,60,99.8274,99.8288,99.8149,99.8288,99.801,99.8288,60
instance-008a5f52-fad0-48d3-95c0-7937f53a3637,0.4018,0.4108,0.3529,0.434,0.3504,0.4402,61,71.0098,74.3109,65.9458,77.1513,65.4473,77.1736,61
instance-008acfda-7d3c-4165-b316-1bfa3c121f9b,4.7395,4.7395,4.7395,4.7395,4.7395,4.7395,1,82.6395,82.6395,82.6395,82.6395,82.6395,82.6395,1
instance-008b1e8a-f92a-485e-87f7-e51187591d9e,3.7117,3.7117,3.7117,3.7117,3.7117,3.7117,2,20.3879,20.3879,20.3879,20.3879,20.3879,20.3879,2
instance-008b38fd-acb3-4c68-ae45-250f05706b7c,11.5036,11.7692,9.4563,12.9274,9.3348,13.303,45,45.629,45.791,43.4958,47.1781,42.1905,47.1781,45
instance-008b7c3d-7f02-45ac-9196-9b4b84a7bdd8,4.0129,4.0129,1.6059,6.4199,1.6059,6.4199,4,80.4598,80.4598,77.2653,83.6543,77.2653,83.6543,4
instance-008cf77f-f996-4229-a6c5-cb38a0a3def6,0.4883,0.4883,0.4883,0.4883,0.4883,0.4883,2,3.8408,3.8408,3.8408,3.8408,3.8408,3.8408,2
instance-008d554f-b7d1-4330-8482-6c2ead05a254,16.2791,17.3696,5.3284,23.4947,5.3284,23.4947,29,96.8764,98.2794,83.1991,98.7339,83.1991,98.7339,29
instance-008dc066-ee6c-4ccf-b458-cc6798ab3d8c,2.1062,2.0623,2.0427,2.3777,2.0427,2.3777,13,99.6501,99.6498,99.6475,99.6524,99.6475,99.6524,13
instance-008f146b-8ebf-4d3a-af32-c96c05c710c9,3.1008,3.5885,0.8383,4.8327,0.8383,4.8327,22,93.092,99.7929,68.8082,99.8329,68.8082,99.8329,22
instance-008f2d4c-33f1-4052-8a67-cc6d4dc84e8a,0.3713,0.3713,0.3713,0.3713,0.3713,0.3713,2,4.4513,4.4513,4.4513,4.4513,4.4513,4.4513,2
instance-008f3288-106c-48f0-bed5-10902bdf8f30,4.529,4.2682,3.6253,5.9843,3.6221,6.2262,64,99.9809,100.0,99.9306,100.0,99.7778,100.0,64
instance-00907073-7f4d-44e8-b31c-ea089e8e47ef,6.2612,6.2612,6.2612,6.2612,6.2612,6.2612,1,42.4753,42.4753,42.4753,42.4753,42.4753,42.4753,1
instance-0090f98c-327b-44e5-a4ca-0efd505c01b2,6.6397,6.1045,5.8298,9.6882,5.7126,14.8585,60,99.9361,99.943,99.9014,99.943,99.9014,99.943,60
instance-009191f1-a514-4996-9783-761546929f1d,1.701,1.6899,1.6015,1.8689,1.5773,1.8978,62,99.7286,99.7312,99.7173,99.7312,99.6913,99.7312,62
instance-009193cf-439a-4549-9228-052daee1e268,3.7565,3.7333,3.3789,4.1883,3.177,4.1883,40,48.9117,49.7913,43.8713,51.9608,41.3432,51.9608,40
instance-00931f69-6148-4251-ace3-593058bf4c4f,3.1561,3.1561,3.1561,3.1561,3.1561,3.1561,2,19.699,19.699,19.699,19.699,19.699,19.699,2
instance-0093b1bf-fe9f-407e-aafa-27b8a02aefd1,10.6802,10.6619,10.2966,11.044,10.2908,11.1349,60,99.6443,99.6569,99.597,99.6569,99.5831,99.6569,60
instance-0093dcae-c938-4300-ba27-552151c052c9,7.5443,7.0341,6.1987,8.2016,4.7905,26.2376,66,94.42,94.9336,93.2183,94.9386,88.6968,94.941,66
instance-0094389b-b749-4812-aca0-2067f94b99f7,5.929,6.3538,4.7288,6.898,2.0196,7.126,64,98.9106,98.5158,97.9685,99.8025,97.8602,99.8031,64
instance-00945082-2fd8-4b02-a81b-dee6992af687,8.1627,8.1627,8.1627,8.1627,8.1627,8.1627,2,62.0153,62.0153,62.0153,62.0153,62.0153,62.0153,2
instance-00945d19-9f48-47b0-94d1-5758ff98c46d,1.9093,1.5085,1.4759,3.0968,1.4759,3.0968,10,99.5789,99.7141,99.0378,99.7141,99.0378,99.7141,10
instance-00958b44-1da7-4147-8bee-e02c27b174a2,6.1669,6.1669,6.1669,6.1669,6.1669,6.1669,2,43.6121,43.6121,43.6121,43.6121,43.6121,43.6121,2
instance-00959045-06e2-49eb-a45c-57cf715763bb,15.3341,16.3879,2.9481,17.842,2.4068,18.0901,45,98.2143,98.3863,96.8684,99.5512,96.7522,99.7467,45
instance-0096e25d-c9ba-4b5f-a338-4d011a08c077,4.9709,4.9709,4.9709,4.9709,4.9709,4.9709,2,32.3172,32.3172,32.3172,32.3172,32.3172,32.3172,2
instance-0097454b-d650-403b-85d8-768cb48ece66,3.807,3.8005,3.5197,4.2188,3.4959,4.3277,66,99.8403,99.8667,99.8114,99.8687,99.129,99.8687,66
instance-009785be-d826-4a44-b2a7-7cb1c8ff26c0,12.5886,12.8822,6.7567,13.7413,6.7567,13.7413,29,99.7837,99.7848,99.7583,99.7903,99.7583,99.7903,29
instance-0097f717-34f3-44c9-95a7-8e067c1810ab,4.1645,4.1645,4.1645,4.1645,4.1645,4.1645,2,23.428,23.428,23.428,23.428,23.428,23.428,2
instance-00982a84-7aef-46c9-ae9f-e2110d214a22,15.4088,15.8436,13.624,16.1674,13.624,16.1674,9,98.886,98.8862,98.8852,98.8866,98.8852,98.8866,9
instance-00989038-84ef-4dfe-8367-49ba2ebd08bb,10.2998,11.1287,3.2875,22.0191,2.7587,26.5502,70,99.9372,99.9511,99.8604,99.9511,99.8509,99.9511,70
instance-0098a008-9e87-492b-9eca-98f3d1cd6fe7,8.9272,8.7291,7.752,9.7926,7.381,9.874,66,97.1813,96.9449,88.1173,99.6305,87.3082,99.6393,66
instance-009b9141-6438-46c7-8f3e-d79f8411e972,3.7935,2.8004,1.4741,9.136,1.447,9.1412,70,99.9344,99.9544,99.8587,99.9562,99.7546,99.9563,70
instance-009c72c4-863b-4cc7-b011-823d573816e6,2.3031,2.182,2.012,2.9482,1.9973,3.1479,66,98.3778,98.3824,98.355,98.3824,98.355,98.3824,66
instance-009c93c7-81e9-4f17-be93-4e830ff3479c,2.2587,2.221,2.2194,2.3357,2.2194,2.3357,6,20.8154,21.4752,19.4455,21.5254,19.4455,21.5254,6
instance-009dd23f-d6cd-490d-b300-7cde946bbd6a,4.7916,4.7916,4.7916,4.7916,4.7916,4.7916,2,99.8996,99.8996,99.8996,99.8996,99.8996,99.8996,2
instance-009e6a9b-cacd-43f0-bae7-f4fb66e6c4d6,1.3956,1.3956,1.3956,1.3956,1.3956,1.3956,2,3.2559,3.2559,3.2559,3.2559,3.2559,3.2559,2
instance-009e7c7b-1e8b-4c91-8981-70fe61e43e74,1.9435,1.7829,1.3589,3.5534,1.0403,3.8012,65,99.9111,99.9145,99.8867,99.9145,99.8728,99.9145,65
instance-00a1546a-2800-4c33-94e9-aef48b83e6e7,10.0026,8.8634,1.3992,18.412,1.3955,18.4482,64,97.883,96.9564,96.2277,99.5673,95.9946,99.5701,64
instance-00a1bc7e-122f-41f1-82df-842a5696c1ba,19.3434,18.4183,13.66,25.1411,12.8578,38.9787,64,99.9656,99.9786,99.9231,99.9786,99.9216,99.9786,64
instance-00a24b09-c295-43c8-8715-ba5bdd459311,2.0181,1.9058,1.7592,2.5001,1.6807,2.6117,51,81.2397,82.0697,79.2497,82.2911,79.1924,82.3658,51
instance-00a2b6a0-bd4d-479d-a58b-f80f2a7bc1f4,0.5344,0.5313,0.4905,0.5799,0.485,0.5861,62,45.5221,45.5024,45.0257,46.1621,45.0132,46.1623,62
instance-00a2e268-cab7-47f6-ab69-b200befb3ea7,2.2596,2.2149,2.1009,2.5743,2.0968,2.5979,60,94.1122,94.4265,92.9667,95.4118,92.9342,95.4582,60
instance-00a3f037-f3f3-47f0-a831-044b04acfb3c,8.7338,8.9529,4.4687,10.1288,4.4687,10.1288,25,91.5896,94.4072,61.3879,96.3055,61.3879,96.322,25
instance-00a4322c-b3a5-4717-9b83-b921208bb611,7.5419,7.5419,7.5419,7.5419,7.5419,7.5419,2,53.053,53.053,53.053,53.053,53.053,53.053,2
instance-00a44600-727d-4b3a-8eb8-2f589e200d98,3.7592,3.7592,1.6246,5.8939,1.6246,5.8939,4,83.1907,83.1907,82.3534,84.0281,82.3534,84.0281,4
instance-00a4cc77-4efe-4111-ac76-467dec5cda1e,9.1489,9.1489,1.3515,16.9464,1.3515,16.9464,2,66.8345,66.8345,47.768,85.901,47.768,85.901,2
instance-00a54d4d-85c0-4196-addc-724bc1e12643,16.3736,16.5233,14.5305,17.4947,12.6468,17.997,62,99.8429,99.8691,99.8037,99.8691,99.7621,99.8691,62
instance-00a60b0d-122a-4502-b8fc-a57d427fb91f,16.8559,18.0385,13.8879,18.0944,13.8879,18.0944,7,96.6688,96.72,96.5255,96.7526,96.5255,96.7526,7
